ano,mes,dia,MSRP,valorUnitario,quantidadeEncomendada,vendas,linhaDeProduto_cod
2004,9,08,163,100.0,26,4554.94,2
2004,10,13,163,100.0,27,3934.44,2
2004,10,22,163,100.0,42,5776.26,2
2004,11,05,163,100.0,47,7207.45,2
2004,11,20,163,100.0,49,7460.74,2
2004,12,01,163,100.0,38,6719.54,2
2004,12,10,163,100.0,20,2428.0,2
2005,1,23,163,100.0,25,2602.25,2
2005,2,17,163,88.0,25,2200.0,2
2005,5,03,163,100.0,41,6712.93,2
2003,1,06,60,67.8,50,3390.0,4
2003,3,18,60,50.25,32,1608.0,4
2003,5,21,60,53.88,42,2262.96,4
2003,9,12,60,62.36,24,1496.64,4
2003,10,18,60,69.62,27,1879.74,4
2003,11,05,60,57.51,26,1495.26,4
2003,11,12,60,61.15,38,2323.7,4
2003,11,21,60,59.33,42,2491.86,4
2003,12,02,60,71.44,23,1643.12,4
2004,1,26,60,62.96,21,1322.16,4
2004,3,02,60,50.85,28,1423.8,4
2004,4,13,60,72.65,33,2397.45,4
2004,8,17,60,62.96,25,1574.0,4
2004,9,01,60,61.75,28,1729.0,4
2004,10,06,60,49.04,46,2255.84,4
2004,10,21,60,61.15,30,1834.5,4
2004,11,17,60,84.25,38,3201.5,4
2004,11,25,60,56.91,40,2276.4,4
2005,2,10,60,49.3,27,1331.1,4
2003,1,31,122,100.0,29,3772.61,3
2003,4,01,122,100.0,39,4164.42,3
2003,6,03,122,100.0,45,6295.95,3
2003,8,01,122,100.0,47,6287.66,3
2003,9,21,122,100.0,49,5412.54,3
2003,10,22,122,100.0,46,5984.14,3
2003,11,06,122,100.0,48,5891.04,3
2003,11,14,122,100.0,46,5984.14,3
2003,11,25,122,100.0,35,3608.15,3
2003,12,09,122,100.0,43,5752.54,3
2004,3,11,122,100.0,26,3765.32,3
2004,5,05,122,98.18,22,2159.96,3
2004,6,15,122,99.41,34,3379.94,3
2004,7,20,122,100.0,50,5093.5,3
2004,8,19,122,100.0,48,5773.44,3
2004,9,08,122,100.0,41,4528.86,3
2004,10,13,122,100.0,36,4816.08,3
2004,10,22,122,100.0,29,3416.78,3
2004,11,05,122,37.48,33,1236.84,3
2004,12,01,122,100.0,38,5223.48,3
2004,12,10,122,36.42,20,728.4,3
2005,1,20,122,100.0,22,3949.0,3
2005,2,22,122,100.0,27,3843.99,3
2005,5,03,122,98.18,56,5498.08,3
2003,1,09,127,100.0,25,3782.0,4
2003,3,18,127,100.0,33,3859.68,4
2003,5,21,127,100.0,42,4431.84,4
2003,9,12,127,100.0,33,4950.33,4
2003,10,18,127,100.0,38,4299.7,4
2003,11,05,127,100.0,31,4492.83,4
2003,11,12,127,100.0,20,2212.0,4
2003,11,21,127,100.0,44,4642.88,4
2003,12,02,127,100.0,26,3206.32,4
2004,1,26,127,100.0,27,3604.23,4
2004,3,02,127,100.0,46,7017.76,4
2004,4,26,127,100.0,47,6154.18,4
2004,8,17,127,100.0,37,4750.8,4
2004,9,01,127,100.0,31,3822.92,4
2004,10,11,127,100.0,24,2440.8,4
2004,10,21,127,100.0,31,4729.36,4
2004,11,04,127,100.0,50,12536.5,4
2004,11,17,127,64.69,35,2264.15,4
2004,11,25,127,100.0,30,3928.2,4
2004,12,09,127,100.0,29,3630.22,4
2005,2,16,127,100.0,40,4931.6,4
2005,3,04,127,98.99,31,3068.69,4
2005,4,23,127,100.0,6,785.64,4
2003,1,29,60,54.09,22,1189.98,3
2003,4,01,60,68.67,45,3090.15,3
2003,5,28,60,65.02,43,2795.86,3
2003,7,24,60,61.99,46,2851.54,3
2003,9,21,60,69.28,39,2701.92,3
2003,10,22,60,71.1,31,2204.1,3
2003,11,06,60,69.28,41,2840.48,3
2003,11,14,60,60.16,44,2647.04,3
2003,11,25,60,70.49,45,3172.05,3
2003,12,09,60,69.89,37,2585.93,3
2004,2,04,60,61.38,35,2148.3,3
2004,3,11,60,59.55,28,1667.4,3
2004,5,05,60,61.99,30,1859.7,3
2004,6,15,60,49.22,30,1476.6,3
2004,7,20,60,69.28,25,1732.0,3
2004,8,19,60,57.73,29,1674.17,3
2004,9,08,60,57.73,26,1500.98,3
2004,10,13,60,53.48,41,2192.68,3
2004,10,22,60,52.87,34,1797.58,3
2004,11,04,60,61.21,35,2142.35,3
2004,11,29,60,100.0,50,6834.5,3
2004,12,10,60,61.99,41,2541.59,3
2005,1,20,60,96.86,22,2130.92,3
2005,2,17,60,48.62,35,1701.7,3
2005,3,09,60,38.5,44,1694.0,3
2005,5,03,60,61.99,47,2913.53,3
2003,2,17,84,90.39,34,3073.26,5
2003,4,29,84,71.81,29,2082.49,5
2003,6,27,84,69.27,49,3394.23,5
2003,8,25,84,85.32,30,2559.6,5
2003,10,28,84,70.96,21,1490.16,5
2004,1,12,84,76.88,50,3844.0,5
2004,2,20,84,100.0,47,4724.91,5
2004,4,02,84,76.03,24,1824.72,5
2004,5,11,84,98.84,27,2668.68,5
2004,6,28,84,86.17,33,2843.61,5
2004,7,23,84,90.39,35,3163.65,5
2004,8,21,84,71.81,31,2226.11,5
2004,9,16,84,82.79,25,2069.75,5
2004,10,15,84,82.79,27,2235.33,5
2004,11,02,84,100.0,31,3116.43,5
2004,11,23,84,100.0,27,2810.7,5
2004,12,04,84,100.0,27,3515.67,5
2005,2,02,84,69.27,42,2909.34,5
2005,3,30,84,76.88,34,2613.92,5
2005,5,10,84,98.84,15,1482.6,5
2003,2,24,60,70.87,29,2055.23,1
2003,4,29,60,58.15,46,2674.9,1
2003,7,01,60,61.78,30,1853.4,1
2003,8,25,60,49.67,30,1490.1,1
2003,10,10,60,51.48,42,2162.16,1
2003,10,28,60,61.18,46,2814.28,1
2003,11,11,60,64.2,25,1605.0,1
2003,11,18,60,65.42,32,2093.44,1
2003,12,01,60,64.81,30,1944.3,1
2004,1,12,60,49.67,40,1986.8,1
2004,2,20,60,60.57,28,1695.96,1
2004,4,03,60,55.72,23,1281.56,1
2004,5,18,60,61.18,29,1774.22,1
2004,6,28,60,58.75,34,1997.5,1
2004,7,23,60,63.6,37,2353.2,1
2004,8,27,60,49.06,20,981.2,1
2004,9,27,60,48.46,32,1550.72,1
2004,10,15,60,52.09,34,1771.06,1
2004,11,02,60,52.7,42,2213.4,1
2004,11,15,60,100.0,38,5266.04,1
2004,11,23,60,62.16,30,1864.8,1
2005,1,05,60,49.67,23,1142.41,1
2005,2,02,60,53.3,22,1172.6,1
2005,3,03,60,100.0,39,6981.0,1
2005,4,07,60,55.72,55,3064.6,1
2003,1,09,168,100.0,26,3773.38,4
2003,3,18,168,100.0,31,5074.39,4
2003,5,21,168,100.0,34,6483.46,4
2003,7,16,168,100.0,41,7956.46,4
2003,9,12,168,100.0,23,4230.62,4
2003,10,18,168,100.0,48,7209.12,4
2003,11,05,168,100.0,22,3452.68,4
2003,11,12,168,100.0,21,3047.73,4
2003,11,21,168,100.0,22,3675.32,4
2003,12,03,168,100.0,40,7492.4,4
2004,1,26,168,100.0,50,9534.5,4
2004,3,02,168,100.0,29,5579.02,4
2004,4,29,168,100.0,43,5950.34,4
2004,6,04,168,100.0,24,3726.0,4
2004,8,17,168,100.0,22,4455.0,4
2004,9,03,168,100.0,43,8272.34,4
2004,10,11,168,100.0,20,3577.6,4
2004,10,21,168,100.0,25,3881.25,4
2004,11,04,168,100.0,36,5797.44,4
2004,11,17,168,52.67,24,1264.08,4
2004,11,29,168,100.0,21,4815.3,4
2004,12,09,168,100.0,30,4462.2,4
2005,2,16,168,47.18,21,990.78,4
2005,3,04,168,78.11,26,2030.86,4
2003,3,10,132,100.0,26,3157.44,2
2003,5,20,132,100.0,46,5161.2,2
2003,7,10,132,100.0,37,4346.76,2
2003,9,11,132,100.0,27,3528.36,2
2003,10,17,132,100.0,23,3187.8,2
2003,11,05,132,100.0,39,6023.16,2
2003,11,12,132,100.0,27,3884.76,2
2003,11,20,132,100.0,38,4965.84,2
2003,12,02,132,100.0,27,4169.88,2
2004,1,16,132,100.0,40,4910.4,2
2004,2,26,132,100.0,24,3231.36,2
2004,4,13,132,100.0,44,6853.44,2
2004,7,06,132,100.0,20,2824.8,2
2004,8,06,132,100.0,39,4324.32,2
2004,8,30,132,100.0,44,5052.96,2
2003,10,05,132,100.0,22,3223.44,2
2004,10,16,132,100.0,43,5278.68,2
2004,11,04,132,100.0,27,2851.2,2
2004,11,17,132,64.9,26,1687.4,2
2004,11,24,132,52.32,25,1308.0,2
2005,1,10,132,100.0,49,6144.6,2
2005,2,10,132,100.0,29,5127.2,2
2005,5,17,132,100.0,55,7695.6,2
2003,1,29,101,83.07,27,2242.89,4
2003,3,24,101,100.0,23,2539.89,4
2003,5,28,101,90.17,31,2795.27,4
2003,7,16,101,100.0,46,5545.76,4
2003,9,19,101,91.18,47,4285.46,4
2003,10,20,101,100.0,31,3329.09,4
2003,11,06,101,100.0,46,5592.22,4
2003,11,13,101,89.15,37,3298.55,4
2003,11,21,101,93.21,28,2609.88,4
2003,12,05,101,90.17,37,3336.29,4
2004,1,29,101,100.0,49,5510.05,4
2004,3,10,101,100.0,24,2504.4,4
2004,4,29,101,100.0,30,3525.6,4
2004,6,14,101,88.14,50,4407.0,4
2004,7,19,101,96.24,31,2983.44,4
2004,8,17,101,100.0,46,5126.24,4
2004,9,08,101,100.0,47,5713.79,4
2004,10,11,101,100.0,46,4613.8,4
2004,10,21,101,100.0,37,3711.1,4
2004,11,04,101,100.0,33,3524.73,4
2004,11,18,101,90.17,31,2795.27,4
2004,11,29,101,100.0,48,4814.4,4
2004,12,10,101,87.13,41,3572.33,4
2005,1,20,101,100.0,42,4581.36,4
2005,2,17,101,100.0,41,4319.76,4
2005,3,09,101,45.25,32,1448.0,4
2003,1,29,62,57.46,35,2011.1,4
2003,3,25,62,64.33,28,1801.24,4
2003,5,28,62,73.7,46,3390.2,4
2003,7,16,62,71.2,20,1424.0,4
2003,9,19,62,49.97,30,1499.1,4
2003,10,20,62,69.96,48,3358.08,4
2003,11,05,62,53.72,28,1504.16,4
2003,11,13,62,68.08,39,2655.12,4
2003,11,21,62,51.84,24,1244.16,4
2003,12,05,62,67.46,28,1888.88,4
2004,1,29,62,58.71,31,1820.01,4
2004,3,10,62,63.71,45,2866.95,4
2004,4,29,62,58.09,24,1394.16,4
2004,6,14,62,53.72,49,2632.28,4
2004,7,16,62,63.08,32,2018.56,4
2004,8,17,62,68.71,43,2954.53,4
2004,9,08,62,50.59,37,1871.83,4
2004,10,11,62,64.96,24,1559.04,4
2004,10,21,62,53.72,35,1880.2,4
2004,11,04,62,29.87,41,1224.67,4
2004,11,17,62,100.0,26,2979.08,4
2004,11,29,62,64.96,34,2208.64,4
2004,12,10,62,70.58,49,3458.42,4
2005,1,20,62,44.21,28,1237.88,4
2005,2,17,62,68.08,40,2723.2,4
2005,3,10,62,59.96,37,2218.52,4
2003,2,17,86,83.44,41,3421.04,6
2003,4,28,86,89.46,21,1878.66,6
2003,6,16,86,96.34,40,3853.6,6
2003,8,10,86,74.84,46,3442.64,6
2003,10,06,86,79.14,44,3482.16,6
2003,11,08,86,81.72,41,3350.52,6
2003,11,14,86,89.46,32,2862.72,6
2003,11,26,86,87.74,46,4036.04,6
2004,1,09,86,100.0,28,2817.92,6
2004,2,19,86,94.62,49,4636.38,6
2004,7,21,86,98.06,34,3334.04,6
2004,8,20,86,98.06,21,2059.26,6
2004,9,15,86,96.34,21,2023.14,6
2004,10,14,86,83.44,31,2586.64,6
2004,11,01,86,94.62,21,1987.02,6
2004,11,22,86,82.58,28,2312.24,6
2004,12,02,86,64.97,43,2793.71,6
2005,1,31,86,86.74,22,1908.28,6
2005,3,30,86,72.26,28,2023.28,6
2005,4,01,86,74.84,30,2245.2,6
2003,1,29,104,100.0,25,2539.5,4
2003,3,25,104,100.0,43,4818.15,4
2003,5,28,104,97.39,30,2921.7,4
2003,7,16,104,90.06,20,1801.2,4
2003,9,19,104,100.0,26,2804.36,4
2003,10,20,104,100.0,40,4900.8,4
2003,11,05,104,89.01,31,2759.31,4
2003,11,13,104,100.0,22,2488.2,4
2003,11,21,104,100.0,23,2769.89,4
2003,12,05,104,100.0,30,3581.4,4
2004,1,29,104,100.0,49,5285.14,4
2004,3,10,104,100.0,31,3181.53,4
2004,4,29,104,100.0,29,3340.51,4
2004,6,14,104,84.82,37,3138.34,4
2004,7,19,104,100.0,38,4775.08,4
2004,8,17,104,100.0,29,3006.43,4
2004,9,08,104,100.0,23,2866.26,4
2004,10,11,104,85.87,26,2232.62,4
2004,10,21,104,100.0,38,4457.02,4
2004,11,04,104,47.04,48,2257.92,4
2004,11,17,104,39.8,40,1592.0,4
2004,11,29,104,100.0,45,4948.2,4
2004,12,10,104,100.0,44,5160.76,4
2005,1,20,104,94.22,21,1978.62,4
2005,2,17,104,100.0,35,4288.2,4
2005,3,10,104,86.92,29,2520.68,4
2003,2,11,136,100.0,22,3065.04,4
2003,4,16,136,100.0,26,3551.34,4
2003,6,06,136,100.0,41,5544.02,4
2003,8,08,136,100.0,47,6034.33,4
2003,9,28,136,100.0,31,3641.57,4
2003,10,21,136,100.0,43,6930.74,4
2003,11,07,136,100.0,23,3675.63,4
2003,11,14,136,100.0,28,3442.04,4
2003,11,26,136,100.0,49,6893.81,4
2004,1,02,136,100.0,24,2622.48,4
2004,2,18,136,100.0,33,4417.38,4
2004,3,20,136,100.0,22,3606.02,4
2004,7,21,136,100.0,40,5026.4,4
2004,8,20,136,100.0,43,6695.53,4
2004,9,09,136,100.0,24,2819.28,4
2004,10,14,136,100.0,32,3759.04,4
2004,10,22,136,100.0,20,2731.8,4
2004,11,05,136,69.12,24,1658.88,4
2004,11,20,136,100.0,48,5778.24,4
2004,12,02,136,100.0,44,5191.12,4
2005,1,26,136,100.0,28,3862.88,4
2005,2,22,136,61.52,24,1476.48,4
2005,3,23,136,100.0,33,5273.73,4
2003,1,31,169,100.0,23,4556.99,2
2003,3,10,169,100.0,46,8257.0,2
2003,4,01,169,100.0,48,8209.44,2
2003,5,08,169,100.0,25,3598.5,2
2003,6,03,169,100.0,22,3837.24,2
2003,7,04,169,100.0,41,8331.61,2
2003,8,01,169,100.0,34,4836.5,2
2003,9,11,169,100.0,32,5418.88,2
2003,9,21,169,100.0,21,3734.01,2
2003,10,11,169,100.0,20,3996.4,2
2003,10,22,169,100.0,47,8754.69,2
2003,11,05,169,100.0,39,5481.45,2
2003,11,06,169,100.0,29,4419.89,2
2003,11,12,169,100.0,45,6324.75,2
2003,11,14,169,100.0,28,4409.72,2
2003,11,20,169,100.0,26,3918.46,2
2003,11,25,169,100.0,50,7620.5,2
2003,12,02,169,100.0,48,8291.04,2
2003,12,09,169,100.0,25,3937.25,2
2004,1,16,169,100.0,40,5554.4,2
2004,2,22,169,100.0,43,6407.86,2
2004,3,11,169,100.0,22,4172.52,2
2004,4,12,169,100.0,47,7083.37,2
2004,5,05,169,100.0,36,7132.68,2
2004,6,15,169,100.0,27,3657.69,2
2004,7,06,169,100.0,29,4812.55,2
2004,7,20,169,100.0,20,3928.6,2
2004,8,06,169,100.0,42,6401.22,2
2004,8,19,169,100.0,25,4191.25,2
2004,8,30,169,100.0,36,5852.52,2
2004,9,08,169,100.0,21,2844.87,2
2003,10,05,169,100.0,23,4011.66,2
2004,10,13,169,100.0,37,7455.87,2
2004,10,16,169,100.0,48,8940.96,2
2004,10,22,169,100.0,25,4572.25,2
2004,11,04,169,100.0,33,5700.09,2
2004,11,05,169,100.0,27,3155.49,2
2004,11,17,169,100.0,27,4170.69,2
2004,11,24,169,100.0,30,5029.5,2
2004,12,01,169,100.0,48,7396.8,2
2004,12,10,169,93.49,32,2991.68,2
2005,1,10,169,100.0,34,6275.72,2
2005,1,20,169,56.85,27,1534.95,2
2005,2,09,169,100.0,39,7264.53,2
2005,2,22,169,100.0,47,6869.05,2
2005,3,15,169,100.0,22,3353.02,2
2005,4,14,169,100.0,55,8289.05,2
2005,5,03,169,100.0,60,11887.8,2
2005,5,17,169,100.0,35,5926.9,2
2003,2,11,100,100.0,38,4330.1,7
2003,4,16,100,95.8,21,2011.8,7
2003,6,06,100,100.0,41,4837.18,7
2003,8,08,100,97.81,22,2151.82,7
2003,9,28,100,88.74,29,2573.46,7
2003,10,22,100,100.0,50,5344.5,7
2003,11,07,100,100.0,29,3070.52,7
2003,11,14,100,80.67,49,3952.83,7
2003,11,26,100,100.0,35,3564.75,7
2004,1,02,100,100.0,48,5614.56,7
2004,2,18,100,80.67,23,1855.41,7
2004,3,20,100,95.8,48,4598.4,7
2004,7,21,100,100.0,47,5450.59,7
2004,8,20,100,100.0,36,4174.92,7
2004,9,09,100,100.0,22,2418.24,7
2004,10,14,100,91.76,40,3670.4,7
2004,10,22,100,100.0,23,2481.7,7
2004,11,09,100,100.0,32,3807.68,7
2004,11,20,100,100.0,21,2230.41,7
2004,12,02,100,93.04,41,3814.64,7
2005,1,26,100,84.71,25,2117.75,7
2005,2,22,100,100.0,26,3340.48,7
2005,3,23,100,89.75,24,2154.0,7
2003,3,03,80,68.35,26,1777.1,2
2003,5,08,80,73.17,21,1536.57,2
2003,7,02,80,78.0,45,3510.0,2
2003,9,05,80,86.04,36,3097.44,2
2003,10,10,80,81.21,21,1705.41,2
2003,11,04,80,70.76,32,2264.32,2
2003,11,12,80,82.82,30,2484.6,2
2003,11,20,80,94.88,36,3415.68,2
2003,12,02,80,86.04,33,2839.32,2
2004,1,15,80,78.0,35,2730.0,2
2004,2,22,80,95.69,37,3540.53,2
2004,4,09,80,73.17,41,2999.97,2
2004,5,26,80,76.39,20,1527.8,2
2004,7,02,80,86.84,45,3907.8,2
2004,8,02,80,69.96,38,2658.48,2
2004,8,30,80,70.76,43,3042.68,2
2003,10,04,80,78.8,49,3861.2,2
2004,10,16,80,80.41,27,2171.07,2
2004,11,03,80,73.98,46,3403.08,2
2004,11,15,80,59.1,38,2245.8,2
2004,11,24,80,66.74,25,1668.5,2
2005,1,06,80,60.3,46,2773.8,2
2005,2,10,80,100.0,22,2464.0,2
2005,3,04,80,100.0,40,5491.6,2
2003,1,29,99,100.0,46,4791.82,4
2003,3,25,99,100.0,39,4178.85,4
2003,5,28,99,82.34,38,3128.92,4
2003,7,16,99,100.0,30,3095.4,4
2003,9,12,99,94.25,42,3958.5,4
2003,10,20,99,100.0,43,4991.44,4
2003,11,05,99,95.24,29,2761.96,4
2003,11,12,99,86.31,33,2848.23,4
2003,11,21,99,79.37,32,2539.84,4
2003,12,05,99,87.3,28,2444.4,4
2004,1,29,99,100.0,41,4555.92,4
2004,3,02,99,100.0,33,3666.96,4
2004,4,29,99,84.33,36,3035.88,4
2004,6,14,99,89.29,26,2321.54,4
2004,8,17,99,100.0,34,3474.46,4
2004,9,07,99,96.23,26,2501.98,4
2004,10,11,99,100.0,38,3958.46,4
2004,10,21,99,100.0,33,3535.95,4
2004,11,05,99,91.27,33,3011.91,4
2004,11,18,99,100.0,46,11336.7,4
2004,11,29,99,100.0,26,2656.94,4
2004,12,10,99,100.0,25,2604.25,4
2005,1,20,99,73.08,45,3288.6,4
2005,2,17,99,100.0,50,8935.5,4
2005,3,10,99,100.0,36,4035.96,4
2003,3,03,146,100.0,29,4049.56,2
2003,5,08,146,100.0,21,2469.39,2
2003,7,02,146,100.0,42,5432.7,2
2003,9,05,146,100.0,37,4405.22,2
2003,10,10,146,100.0,25,3638.0,2
2003,11,04,146,100.0,36,4444.92,2
2003,11,12,146,100.0,22,3395.48,2
2003,11,20,146,100.0,23,3414.58,2
2003,12,02,146,100.0,32,5127.04,2
2004,1,15,146,100.0,28,3745.28,2
2004,2,22,146,100.0,27,4564.08,2
2004,4,09,146,100.0,49,6554.24,2
2004,5,26,146,100.0,41,6749.83,2
2004,7,02,146,100.0,49,8427.02,2
2004,8,02,146,100.0,30,3924.6,2
2004,8,30,146,100.0,40,6761.6,2
2003,10,04,146,100.0,23,3786.49,2
2004,10,16,146,100.0,49,6266.12,2
2004,11,03,146,100.0,25,3491.0,2
2004,11,16,146,100.0,37,4405.22,2
2004,11,24,146,100.0,55,6548.3,2
2004,12,07,146,100.0,23,3177.91,2
2005,1,06,146,100.0,24,4142.64,2
2005,2,10,146,96.49,43,4149.07,2
2005,3,04,146,100.0,50,7397.0,2
2003,3,10,141,100.0,47,6241.6,2
2003,5,20,141,100.0,34,5331.88,2
2003,7,10,141,100.0,31,5124.3,2
2003,9,11,141,100.0,28,3639.44,2
2003,10,17,141,100.0,36,5544.0,2
2003,11,05,141,100.0,48,5493.12,2
2003,11,12,141,100.0,39,5785.26,2
2003,11,20,141,100.0,45,5340.6,2
2003,12,02,141,100.0,35,5735.8,2
2004,1,16,141,100.0,45,6357.6,2
2004,2,26,141,100.0,46,7343.9,2
2004,4,13,141,100.0,37,5959.22,2
2004,7,06,141,100.0,33,5035.14,2
2004,8,06,141,100.0,31,4116.8,2
2004,8,30,141,100.0,27,4310.55,2
2003,10,05,141,100.0,39,6446.7,2
2004,10,16,141,100.0,32,3616.64,2
2004,11,04,141,100.0,28,4232.76,2
2004,11,17,141,67.91,26,1765.66,2
2004,11,24,141,84.88,44,3734.72,2
2005,2,10,141,70.83,32,2266.56,2
2005,5,17,141,100.0,43,5589.14,2
2003,3,03,62,67.77,43,2914.11,1
2003,5,08,62,49.74,35,1740.9,1
2003,7,02,62,50.36,45,2266.2,1
2003,9,03,62,67.14,47,3155.58,1
2003,10,10,62,64.66,21,1357.86,1
2003,11,04,62,68.39,38,2598.82,1
2003,11,11,62,50.36,21,1057.56,1
2003,11,20,62,72.74,43,3127.82,1
2004,1,15,62,54.09,46,2488.14,1
2004,2,21,62,58.44,38,2220.72,1
2004,4,05,62,52.22,26,1357.72,1
2004,5,26,62,52.84,31,1638.04,1
2004,6,30,62,54.71,48,2626.08,1
2004,8,02,62,50.36,33,1661.88,1
2004,8,28,62,57.2,38,2173.6,1
2004,9,30,62,55.95,39,2182.05,1
2004,10,16,62,67.14,42,2819.88,1
2004,11,03,62,59.06,44,2598.64,1
2004,11,16,62,69.63,29,2019.27,1
2004,11,24,62,55.95,26,1454.7,1
2004,12,07,62,53.47,31,1657.57,1
2005,1,06,62,89.12,32,2851.84,1
2005,2,10,62,100.0,28,4609.64,1
2005,3,04,62,100.0,36,5079.96,1
2005,4,08,62,52.22,36,1879.92,1
2003,2,17,105,100.0,41,4774.86,4
2003,4,28,105,99.52,27,2687.04,4
2003,6,16,105,100.0,33,3423.75,4
2003,8,10,105,100.0,34,3455.76,4
2003,10,06,105,100.0,29,3622.97,4
2003,11,08,105,100.0,48,5386.56,4
2003,11,14,105,100.0,46,4918.78,4
2003,11,26,105,100.0,22,2538.8,4
2004,1,09,105,100.0,20,2498.6,4
2004,2,19,105,85.75,45,3858.75,4
2004,5,08,105,100.0,46,5600.5,4
2004,7,21,105,85.75,50,4287.5,4
2004,8,20,105,100.0,46,5795.54,4
2004,9,15,105,84.7,22,1863.4,4
2004,10,14,105,86.81,48,4166.88,4
2004,11,01,105,86.81,47,4080.07,4
2004,11,12,105,100.0,34,3815.48,4
2004,11,22,105,100.0,45,5526.45,4
2004,12,03,105,100.0,20,3374.6,4
2005,1,31,105,60.49,50,3024.5,4
2005,3,30,105,100.0,45,4811.85,4
2005,4,01,105,100.0,58,7307.42,4
2003,1,31,143,100.0,38,5348.5,2
2003,4,16,143,100.0,22,2780.58,2
2003,6,03,143,100.0,25,3447.0,2
2003,8,08,143,100.0,24,3791.52,2
2003,9,25,143,100.0,35,4524.1,2
2003,10,22,143,100.0,28,3337.6,2
2003,11,06,143,100.0,36,5532.12,2
2003,11,14,143,100.0,39,5096.91,2
2003,11,26,143,100.0,27,4537.08,2
2003,12,09,143,100.0,40,6146.8,2
2004,2,12,143,100.0,50,8258.0,2
2004,3,15,143,100.0,42,7238.28,2
2004,5,05,143,100.0,48,6756.0,2
2004,7,20,143,100.0,25,3734.0,2
2004,8,20,143,100.0,31,4674.8,2
2004,9,08,143,100.0,44,7140.76,2
2004,10,14,143,100.0,23,3600.65,2
2004,10,22,143,100.0,29,4206.74,2
2004,11,05,143,100.0,49,5379.71,2
2004,11,21,143,100.0,36,5679.36,2
2004,12,01,143,100.0,34,4394.84,2
2004,12,10,143,100.0,25,2528.25,2
2005,1,26,143,100.0,48,7031.52,2
2005,2,22,143,100.0,38,5340.9,2
2005,3,15,143,100.0,37,6376.58,2
2005,5,05,143,100.0,49,6896.75,2
2003,1,06,92,86.51,22,1903.22,4
2003,3,18,92,89.27,28,2499.56,4
2003,5,21,92,85.59,36,3081.24,4
2003,9,11,92,100.0,34,3598.22,4
2003,10,18,92,100.0,39,3912.09,4
2003,11,05,92,75.46,21,1584.66,4
2003,11,12,92,100.0,36,3942.72,4
2003,11,21,92,97.55,24,2341.2,4
2003,12,02,92,85.59,29,2482.11,4
2004,1,22,92,94.79,38,3602.02,4
2004,3,02,92,100.0,34,3566.94,4
2004,4,13,92,90.19,42,3787.98,4
2004,8,17,92,100.0,35,3704.05,4
2004,9,01,92,80.99,35,2834.65,4
2003,10,06,92,89.27,38,3392.26,4
2004,10,16,92,81.91,41,3358.31,4
2004,11,17,92,100.0,50,7310.0,4
2004,11,25,92,100.0,21,2203.11,4
2005,2,16,92,100.0,32,3376.64,4
2003,2,11,87,82.5,41,3382.5,4
2003,4,16,87,97.42,23,2240.66,4
2003,6,06,87,92.16,43,3962.88,4
2003,8,08,87,70.22,24,1685.28,4
2003,9,28,87,83.38,22,1834.36,4
2003,10,21,87,73.73,26,1916.98,4
2003,11,07,87,74.6,35,2611.0,4
2003,11,14,87,77.24,47,3630.28,4
2003,11,26,87,100.0,50,5090.5,4
2004,1,02,87,87.77,45,3949.65,4
2004,2,18,87,89.53,39,3491.67,4
2004,3,20,87,89.53,23,2059.19,4
2004,6,17,87,89.53,20,1790.6,4
2004,7,21,87,71.09,33,2345.97,4
2004,8,20,87,100.0,34,3580.88,4
2004,9,09,87,100.0,49,4946.06,4
2004,10,14,87,90.4,39,3525.6,4
2004,10,29,87,100.0,36,3602.16,4
2004,11,09,87,86.01,50,4300.5,4
2004,11,21,87,100.0,29,4498.19,4
2004,12,02,87,100.0,30,3023.1,4
2005,1,26,87,86.89,41,3562.49,4
2005,2,22,87,58.58,28,1640.24,4
2005,3,23,87,100.0,45,4739.4,4
2003,1,29,121,100.0,36,4228.2,3
2003,4,01,121,100.0,41,4815.45,3
2003,5,28,121,100.0,50,7083.0,3
2003,7,24,121,100.0,40,4601.2,3
2003,9,19,121,100.0,49,6467.02,3
2003,11,06,121,100.0,47,5121.59,3
2003,11,13,121,100.0,21,2441.04,3
2003,11,25,121,100.0,32,4262.08,3
2003,12,09,121,100.0,47,6658.02,3
2004,2,04,121,100.0,38,4509.08,3
2004,3,11,121,100.0,41,4716.23,3
2004,5,04,121,100.0,21,2390.22,3
2004,6,15,121,100.0,41,4666.62,3
2004,7,19,121,100.0,38,5383.08,3
2004,8,19,121,99.29,25,2482.25,3
2004,9,08,121,100.0,48,5288.64,3
2004,10,13,121,99.29,22,2184.38,3
2004,10,22,121,100.0,28,2881.76,3
2004,11,05,121,100.0,47,6203.06,3
2004,11,29,121,100.0,45,5884.65,3
2004,12,10,121,100.0,28,3559.64,3
2005,1,20,121,57.53,29,1668.37,3
2005,2,17,121,100.0,39,4890.6,3
2005,5,01,121,100.0,46,5235.72,3
2003,1,29,50,47.29,41,1938.89,4
2003,3,26,50,49.81,50,2490.5,4
2003,5,28,50,53.83,43,2314.69,4
2003,7,24,50,43.27,29,1254.83,4
2003,9,19,50,42.76,30,1282.8,4
2003,11,06,50,44.78,49,2194.22,4
2003,11,13,50,49.3,40,1972.0,4
2003,11,25,50,44.78,41,1835.98,4
2003,12,05,50,53.33,21,1119.93,4
2004,1,29,50,45.28,46,2082.88,4
2004,3,11,50,40.25,39,1569.75,4
